year,round,event_name,country,event_date,circuit,driver_abbreviation,driver_number,constructor,grid_position,finish_position,points,dnf,status,q_position,q1_time,q2_time,q3_time,sprint_position,sprint_points
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,HAM,44,Mercedes,2.0,17.0,0.0,1,Brakes,2.0,75.75,75.054,74.953,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,KOB,10,Caterham,21.0,18.0,0.0,1,Suspension,20.0,79.278,,,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,MAL,13,Lotus F1,17.0,19.0,0.0,1,Power Unit,17.0,78.328,,,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,ERI,9,Caterham,20.0,20.0,0.0,1,Turbo,21.0,79.82,,,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,CHI,4,Marussia,18.0,21.0,0.0,1,Collision,18.0,78.348,,,,0.0
2014,7,Canadian Grand Prix,Canada,2014-06-08 18:00:00,Canadian Grand Prix,BIA,17,Marussia,19.0,22.0,0.0,1,Collision,19.0,78.359,,,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,ROS,6,Mercedes,3.0,1.0,25.0,0,Finished,3.0,69.695,68.974,68.944,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,HAM,44,Mercedes,9.0,2.0,18.0,0,Finished,9.0,69.514,69.092,,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,BOT,77,Williams,2.0,3.0,15.0,0,Finished,2.0,70.356,69.096,68.846,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,MAS,19,Williams,1.0,4.0,12.0,0,Finished,1.0,70.292,69.239,68.759,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,ALO,14,Ferrari,4.0,5.0,10.0,0,Finished,4.0,70.405,69.479,69.285,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,PER,11,Force India,15.0,6.0,8.0,0,Finished,11.0,70.124,69.754,,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,MAG,20,McLaren,6.0,7.0,6.0,0,Finished,6.0,70.081,69.473,69.515,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,RIC,3,Red Bull,5.0,8.0,4.0,0,Finished,5.0,70.395,69.638,69.466,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,HUL,27,Force India,10.0,9.0,2.0,0,Finished,10.0,70.389,69.624,,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,RAI,7,Ferrari,8.0,10.0,1.0,0,Finished,8.0,70.285,69.657,70.795,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,BUT,22,McLaren,11.0,11.0,0.0,0,Finished,12.0,70.252,69.78,,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,MAL,13,Lotus F1,13.0,12.0,0.0,0,+1 Lap,14.0,70.821,69.939,,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,SUT,99,Sauber,16.0,13.0,0.0,0,+1 Lap,17.0,70.825,,,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,GRO,8,Lotus F1,22.0,14.0,0.0,0,+1 Lap,16.0,70.461,70.642,,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,BIA,17,Marussia,18.0,15.0,0.0,0,+2 Laps,19.0,71.412,,,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,KOB,10,Caterham,19.0,16.0,0.0,0,+2 Laps,20.0,71.673,,,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,CHI,4,Marussia,21.0,17.0,0.0,0,+2 Laps,21.0,71.775,,,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,ERI,9,Caterham,20.0,18.0,0.0,0,+2 Laps,22.0,72.673,,,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,GUT,21,Sauber,17.0,19.0,0.0,0,+2 Laps,18.0,71.349,,,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,VER,25,Toro Rosso,14.0,20.0,0.0,1,Brakes,15.0,70.161,70.073,,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,VET,1,Red Bull,12.0,21.0,0.0,1,Electrical,13.0,70.63,69.801,,,0.0
2014,8,Austrian Grand Prix,Austria,2014-06-22 12:00:00,Austrian Grand Prix,KVY,26,Toro Rosso,7.0,22.0,0.0,1,Suspension,7.0,69.678,69.49,69.619,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,HAM,44,Mercedes,6.0,1.0,25.0,0,Finished,6.0,101.058,94.87,99.232,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,BOT,77,Williams,14.0,2.0,18.0,0,Finished,17.0,105.318,,,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,RIC,3,Red Bull,8.0,3.0,15.0,0,Finished,8.0,104.71,98.166,100.606,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,BUT,22,McLaren,3.0,4.0,12.0,0,Finished,3.0,104.425,96.579,98.2,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,VET,1,Red Bull,2.0,5.0,10.0,0,Finished,2.0,105.086,96.41,97.386,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,ALO,14,Ferrari,16.0,6.0,8.0,0,Finished,19.0,105.935,,,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,MAG,20,McLaren,5.0,7.0,6.0,0,Finished,5.0,102.507,97.37,98.417,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,HUL,27,Force India,4.0,8.0,4.0,0,Finished,4.0,101.271,97.112,98.329,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,KVY,26,Toro Rosso,9.0,9.0,2.0,0,Finished,9.0,101.032,96.813,100.707,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,VER,25,Toro Rosso,10.0,10.0,1.0,0,+1 Lap,10.0,103.04,97.8,100.855,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,PER,11,Force India,7.0,11.0,0.0,0,+1 Lap,7.0,102.146,97.35,100.457,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,GRO,8,Lotus F1,11.0,12.0,0.0,0,+1 Lap,11.0,103.121,98.496,,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,SUT,99,Sauber,13.0,13.0,0.0,0,+1 Lap,16.0,102.603,,,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,BIA,17,Marussia,12.0,14.0,0.0,0,+1 Lap,12.0,101.169,98.709,,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,KOB,10,Caterham,22.0,15.0,0.0,0,+2 Laps,22.0,109.625,,,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,CHI,4,Marussia,17.0,16.0,0.0,0,+2 Laps,13.0,102.082,99.8,,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,MAL,13,Lotus F1,20.0,17.0,0.0,0,+3 Laps,15.0,103.892,104.018,,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,ROS,6,Mercedes,1.0,18.0,0.0,1,Gearbox,1.0,100.38,95.179,95.766,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,ERI,9,Caterham,21.0,19.0,0.0,1,Suspension,21.0,109.421,,,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,GUT,21,Sauber,19.0,20.0,0.0,1,Collision,14.0,103.285,100.912,,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,MAS,19,Williams,15.0,21.0,0.0,1,Collision,18.0,105.695,,,,0.0
2014,9,British Grand Prix,UK,2014-07-06 12:00:00,British Grand Prix,RAI,7,Ferrari,18.0,22.0,0.0,1,Collision,20.0,106.684,,,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,ROS,6,Mercedes,1.0,1.0,25.0,0,Finished,1.0,77.631,77.109,76.54,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,BOT,77,Williams,2.0,2.0,18.0,0,Finished,2.0,78.215,77.353,76.759,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,HAM,44,Mercedes,20.0,3.0,15.0,0,Finished,16.0,78.683,,,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,VET,1,Red Bull,6.0,4.0,12.0,0,Finished,6.0,78.194,77.646,77.577,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,ALO,14,Ferrari,7.0,5.0,10.0,0,Finished,7.0,78.389,77.866,77.649,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,RIC,3,Red Bull,5.0,6.0,8.0,0,Finished,5.0,78.117,77.855,77.273,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,HUL,27,Force India,9.0,7.0,6.0,0,Finished,9.0,78.927,78.017,78.014,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,BUT,22,McLaren,11.0,8.0,4.0,0,Finished,11.0,78.425,78.193,,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,MAG,20,McLaren,4.0,9.0,2.0,0,+1 Lap,4.0,78.26,77.788,77.214,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,PER,11,Force India,10.0,10.0,1.0,0,+1 Lap,10.0,78.916,78.161,78.035,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,RAI,7,Ferrari,12.0,11.0,0.0,0,+1 Lap,12.0,78.534,78.273,,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,MAL,13,Lotus F1,18.0,12.0,0.0,0,+1 Lap,19.0,80.195,,,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,VER,25,Toro Rosso,13.0,13.0,0.0,0,+1 Lap,13.0,78.496,78.285,,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,GUT,21,Sauber,16.0,14.0,0.0,0,+1 Lap,14.0,78.739,78.787,,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,BIA,17,Marussia,17.0,15.0,0.0,0,+1 Lap,18.0,79.676,,,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,KOB,10,Caterham,19.0,16.0,0.0,0,+2 Laps,20.0,80.408,,,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,CHI,4,Marussia,21.0,17.0,0.0,0,+2 Laps,21.0,80.489,,,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,ERI,9,Caterham,22.0,18.0,0.0,0,+2 Laps,22.0,,,,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,SUT,99,Sauber,15.0,19.0,0.0,1,Brakes,17.0,79.142,,,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,KVY,26,Toro Rosso,8.0,20.0,0.0,1,Oil leak,8.0,78.53,78.103,77.965,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,GRO,8,Lotus F1,14.0,21.0,0.0,1,Water leak,15.0,78.894,78.983,,,0.0
2014,10,German Grand Prix,Germany,2014-07-20 12:00:00,German Grand Prix,MAS,19,Williams,3.0,22.0,0.0,1,Collision,3.0,78.381,77.37,77.078,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,RIC,3,Red Bull,4.0,1.0,25.0,0,Finished,4.0,85.495,83.676,83.391,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,ALO,14,Ferrari,5.0,2.0,18.0,0,Finished,5.0,86.087,84.249,83.909,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,HAM,44,Mercedes,22.0,3.0,15.0,0,Finished,21.0,,,,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,ROS,6,Mercedes,1.0,4.0,12.0,0,Finished,1.0,85.227,83.31,82.715,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,MAS,19,Williams,6.0,5.0,10.0,0,Finished,6.0,86.592,84.03,84.223,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,RAI,7,Ferrari,16.0,6.0,8.0,0,Finished,17.0,86.792,,,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,VET,1,Red Bull,2.0,7.0,6.0,0,Finished,2.0,85.662,83.606,83.201,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,BOT,77,Williams,3.0,8.0,4.0,0,Finished,3.0,85.69,83.776,83.354,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,VER,25,Toro Rosso,8.0,9.0,2.0,0,Finished,8.0,84.941,84.637,84.72,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,BUT,22,McLaren,7.0,10.0,1.0,0,Finished,7.0,86.612,84.502,84.294,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,SUT,99,Sauber,11.0,11.0,0.0,0,Finished,12.0,86.027,85.136,,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,MAG,20,McLaren,21.0,12.0,0.0,0,Finished,10.0,86.578,84.585,,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,MAL,13,Lotus F1,20.0,13.0,0.0,0,Finished,22.0,,,,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,KVY,26,Toro Rosso,10.0,14.0,0.0,0,+1 Lap,11.0,85.361,84.706,,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,BIA,17,Marussia,15.0,15.0,0.0,0,+1 Lap,16.0,86.728,87.419,,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,CHI,4,Marussia,18.0,16.0,0.0,0,+1 Lap,19.0,87.819,,,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,GUT,21,Sauber,13.0,17.0,0.0,1,Retired,14.0,85.709,85.26,,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,KOB,10,Caterham,17.0,18.0,0.0,1,Retired,18.0,87.139,,,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,PER,11,Force India,12.0,19.0,0.0,1,Accident,13.0,85.91,85.211,,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,HUL,27,Force India,9.0,20.0,0.0,1,Accident,9.0,86.149,84.647,84.775,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,GRO,8,Lotus F1,14.0,21.0,0.0,1,Accident,15.0,86.136,85.337,,,0.0
2014,11,Hungarian Grand Prix,Hungary,2014-07-27 12:00:00,Hungarian Grand Prix,ERI,9,Caterham,19.0,22.0,0.0,1,Accident,20.0,88.643,,,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,RIC,3,Red Bull,5.0,1.0,25.0,0,Finished,5.0,130.089,128.989,127.911,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,ROS,6,Mercedes,1.0,2.0,18.0,0,Finished,1.0,127.13,126.723,125.591,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,BOT,77,Williams,6.0,3.0,15.0,0,Finished,6.0,129.25,128.451,128.049,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,RAI,7,Ferrari,8.0,4.0,12.0,0,Finished,8.0,129.885,128.646,128.78,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,VET,1,Red Bull,3.0,5.0,10.0,0,Finished,3.0,130.105,128.868,127.717,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,BUT,22,McLaren,10.0,6.0,8.0,0,Finished,10.0,130.529,129.272,129.776,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,ALO,14,Ferrari,4.0,7.0,6.0,0,Finished,4.0,130.197,128.45,127.786,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,PER,11,Force India,13.0,8.0,4.0,0,Finished,13.0,130.666,130.084,,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,KVY,26,Toro Rosso,11.0,9.0,2.0,0,Finished,11.0,130.445,129.377,,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,HUL,27,Force India,18.0,10.0,1.0,0,Finished,18.0,131.267,,,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,VER,25,Toro Rosso,12.0,11.0,0.0,0,Finished,12.0,129.811,129.805,,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,MAG,20,McLaren,7.0,12.0,0.0,0,Finished,7.0,131.081,128.901,128.679,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,MAS,19,Williams,9.0,13.0,0.0,0,Finished,9.0,128.403,128.833,129.178,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,SUT,99,Sauber,14.0,14.0,0.0,0,Finished,14.0,131.051,130.238,,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,GUT,21,Sauber,20.0,15.0,0.0,0,Finished,20.0,133.414,,,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,CHI,4,Marussia,19.0,16.0,0.0,0,+1 Lap,19.0,132.566,,,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,ERI,9,Caterham,22.0,17.0,0.0,0,+1 Lap,22.0,134.438,,,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,BIA,17,Marussia,16.0,18.0,0.0,1,Gearbox,16.0,131.051,132.47,,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,HAM,44,Mercedes,2.0,19.0,0.0,1,Retired,2.0,127.28,126.609,125.819,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,GRO,8,Lotus F1,15.0,20.0,0.0,1,Retired,15.0,130.898,131.087,,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,MAL,13,Lotus F1,17.0,21.0,0.0,1,Mechanical,17.0,131.261,,,,0.0
2014,12,Belgian Grand Prix,Belgium,2014-08-24 12:00:00,Belgian Grand Prix,LOT,45,Caterham,21.0,22.0,0.0,1,Power Unit,21.0,133.469,,,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,HAM,44,Mercedes,1.0,1.0,25.0,0,Finished,1.0,85.363,84.56,84.109,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,ROS,6,Mercedes,2.0,2.0,18.0,0,Finished,2.0,85.493,84.6,84.383,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,MAS,19,Williams,4.0,3.0,15.0,0,Finished,4.0,85.528,85.046,84.865,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,BOT,77,Williams,3.0,4.0,12.0,0,Finished,3.0,86.012,84.858,84.697,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,RIC,3,Red Bull,9.0,5.0,10.0,0,Finished,9.0,86.721,85.946,85.709,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,VET,1,Red Bull,8.0,6.0,8.0,0,Finished,8.0,86.631,85.769,85.436,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,PER,11,Force India,10.0,7.0,6.0,0,Finished,10.0,86.569,85.863,85.944,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,BUT,22,McLaren,6.0,8.0,4.0,0,Finished,6.0,86.328,85.63,85.379,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,RAI,7,Ferrari,11.0,9.0,2.0,0,Finished,12.0,86.689,86.11,,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,MAG,20,McLaren,5.0,10.0,1.0,0,Finished,5.0,86.337,85.973,85.314,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,KVY,26,Toro Rosso,21.0,11.0,0.0,0,Finished,11.0,86.261,86.07,,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,HUL,27,Force India,13.0,12.0,0.0,0,Finished,14.0,86.371,86.279,,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,VER,25,Toro Rosso,12.0,13.0,0.0,0,Finished,13.0,86.14,86.157,,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,MAL,13,Lotus F1,16.0,14.0,0.0,0,+1 Lap,17.0,87.52,,,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,SUT,99,Sauber,14.0,15.0,0.0,0,+1 Lap,15.0,87.034,86.588,,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,GRO,8,Lotus F1,17.0,16.0,0.0,0,+1 Lap,18.0,87.632,,,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,KOB,10,Caterham,18.0,17.0,0.0,0,+1 Lap,19.0,87.671,,,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,BIA,17,Marussia,19.0,18.0,0.0,0,+1 Lap,20.0,87.738,,,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,GUT,21,Sauber,15.0,19.0,0.0,0,+2 Laps,16.0,86.999,86.692,,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,ERI,9,Caterham,22.0,20.0,0.0,0,+2 Laps,22.0,88.562,,,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,ALO,14,Ferrari,7.0,21.0,0.0,1,Engine,7.0,86.514,85.525,85.43,,0.0
2014,13,Italian Grand Prix,Italy,2014-09-07 12:00:00,Italian Grand Prix,CHI,4,Marussia,20.0,22.0,0.0,1,Accident,21.0,88.247,,,,0.0
2014,14,Singapore Grand Prix,Singapore,2014-09-21 12:00:00,Singapore Grand Prix,HAM,44,Mercedes,1.0,1.0,25.0,0,Finished,1.0,106.921,106.287,105.681,,0.0
2014,14,Singapore Grand Prix,Singapore,2014-09-21 12:00:00,Singapore Grand Prix,VET,1,Red Bull,4.0,2.0,18.0,0,Finished,4.0,107.476,106.586,105.902,,0.0
2014,14,Singapore Grand Prix,Singapore,2014-09-21 12:00:00,Singapore Grand Prix,RIC,3,Red Bull,3.0,3.0,15.0,0,Finished,3.0,107.488,106.493,105.854,,0.0
2014,14,Singapore Grand Prix,Singapore,2014-09-21 12:00:00,Singapore Grand Prix,ALO,14,Ferrari,5.0,4.0,12.0,0,Finished,5.0,106.889,106.328,105.907,,0.0
2014,14,Singapore Grand Prix,Singapore,2014-09-21 12:00:00,Singapore Grand Prix,MAS,19,Williams,6.0,5.0,10.0,0,Finished,6.0,107.615,106.472,106.0,,0.0
2014,14,Singapore Grand Prix,Singapore,2014-09-21 12:00:00,Singapore Grand Prix,VER,25,Toro Rosso,12.0,6.0,8.0,0,Finished,12.0,107.407,106.989,,,0.0
2014,14,Singapore Grand Prix,Singapore,2014-09-21 12:00:00,Singapore Grand Prix,PER,11,Force India,15.0,7.0,6.0,0,Finished,15.0,108.143,107.575,,,0.0
2014,14,Singapore Grand Prix,Singapore,2014-09-21 12:00:00,Singapore Grand Prix,RAI,7,Ferrari,7.0,8.0,4.0,0,Finished,7.0,106.685,106.359,106.17,,0.0
2014,14,Singapore Grand Prix,Singapore,2014-09-21 12:00:00,Singapore Grand Prix,HUL,27,Force India,13.0,9.0,2.0,0,Finished,13.0,107.37,107.308,,,0.0
2014,14,Singapore Grand Prix,Singapore,2014-09-21 12:00:00,Singapore Grand Prix,MAG,20,McLaren,9.0,10.0,1.0,0,Finished,9.0,107.976,106.7,106.25,,0.0
2014,14,Singapore Grand Prix,Singapore,2014-09-21 12:00:00,Singapore Grand Prix,BOT,77,Williams,8.0,11.0,0.0,0,Finished,8.0,107.196,106.622,106.187,,0.0
2014,14,Singapore Grand Prix,Singapore,2014-09-21 12:00:00,Singapore Grand Prix,MAL,13,Lotus F1,18.0,12.0,0.0,0,Finished,18.0,109.063,,,,0.0
2014,14,Singapore Grand Prix,Singapore,2014-09-21 12:00:00,Singapore Grand Prix,GRO,8,Lotus F1,16.0,13.0,0.0,0,Finished,16.0,107.862,107.812,,,0.0
2014,14,Singapore Grand Prix,Singapore,2014-09-21 12:00:00,Singapore Grand Prix,KVY,26,Toro Rosso,10.0,14.0,0.0,0,Finished,10.0,107.656,106.926,107.362,,0.0
